Time,Name,Email,Details
2019-07-12 16:33:56.379 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:33:56.388 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:35:55.000 ,jak ,yhgiikui@gmail.com ,[(0.015) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:35:54.970813' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:35:54.970813'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:35:55.007 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:35:55.025 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:36:19.481 ,jak ,yhgiikui@gmail.com ,[(0.004) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:36:19.470579' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:36:19.470579'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:36:19.488 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:36:19.504 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:37:56.786 ,jak ,yhgiikui@gmail.com ,[(0.012) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:37:56.770145' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:37:56.770145'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:37:56.794 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:37:56.803 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:38:02.824 ,jak ,yhgiikui@gmail.com ,[(0.024) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:38:02.795501' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:38:02.795501'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:38:02.846 ,jak ,yhgiikui@gmail.com ,[(0.013) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:38:02.865 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:42:13.317 ,jak ,yhgiikui@gmail.com ,[(0.004) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:42:13.304023' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:42:13.304023'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:42:13.326 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:42:13.334 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:42:17.834 ,jak ,yhgiikui@gmail.com ,[(0.004) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:42:17.825482' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:42:17.825482'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:42:17.841 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:42:17.850 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:44:19.679 ,jak ,yhgiikui@gmail.com ,[(0.005) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:44:19.653621' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:44:19.653621'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:44:19.694 ,jak ,yhgiikui@gmail.com ,[(0.002) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:44:19.704 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:44:23.088 ,jak ,yhgiikui@gmail.com ,[(0.004) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:44:23.078053' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:44:23.078053'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:44:23.099 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:44:23.108 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:47:45.208 ,jak ,yhgiikui@gmail.com ,[(0.004) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:47:45.198760' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:47:45.198760'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:47:45.217 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:47:45.227 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:49:08.204 ,jak ,yhgiikui@gmail.com ,[(0.004) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:49:08.193185' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:49:08.193185'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:49:08.225 ,jak ,yhgiikui@gmail.com ,[(0.005) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:49:08.233 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:49:28.747 ,jak ,yhgiikui@gmail.com ,[(0.004) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:49:28.734703' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:49:28.734703'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:49:28.758 ,jak ,yhgiikui@gmail.com ,[(0.005) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:49:28.773 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:49:32.839 ,jak ,yhgiikui@gmail.com ,[(0.008) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:49:32.788151' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:49:32.788151'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:49:32.859 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:49:32.871 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:50:19.913 ,jak ,yhgiikui@gmail.com ,[(0.004) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:50:19.904625' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:50:19.904625'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:50:19.921 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:50:19.929 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:50:37.249 ,jak ,yhgiikui@gmail.com ,[(0.005) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:50:37.238851' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:50:37.238851'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:50:37.259 ,jak ,yhgiikui@gmail.com ,[(0.002) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:50:37.269 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:50:53.991 ,jak ,yhgiikui@gmail.com ,[(0.004) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:50:53.980357' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:50:53.980357'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:50:54.000 ,jak ,yhgiikui@gmail.com ,[(0.002) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:50:54.009 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:51:29.413 ,jak ,yhgiikui@gmail.com ,[(0.008) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:51:29.393679' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:51:29.393679'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:51:29.423 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:51:29.434 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:51:51.320 ,jak ,yhgiikui@gmail.com ,[(0.007) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:51:51.303689' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:51:51.303689'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:51:51.328 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:51:51.337 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:52:46.088 ,jak ,yhgiikui@gmail.com ,[(0.007) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:52:46.066992' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:52:46.066992'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:52:46.103 ,jak ,yhgiikui@gmail.com ,[(0.002) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:52:46.118 ,jak ,yhgiikui@gmail.com ,[(0.002) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:53:38.474 ,jak ,yhgiikui@gmail.com ,[(0.007) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:53:38.463466' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:53:38.463466'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:53:38.482 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:53:38.493 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:54:07.353 ,jak ,yhgiikui@gmail.com ,[(0.004) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:54:07.338964' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:54:07.338964'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:54:07.363 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
2019-07-12 16:54:07.372 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "crud_userprofileinfo"."id". "crud_userprofileinfo"."user_id". "crud_userprofileinfo"."email". "crud_userprofileinfo"."position" FROM "crud_userprofileinfo" WHERE "crud_userprofileinfo"."id" = 2; args=(2.)]
2019-07-12 16:55:04.900 ,jak ,yhgiikui@gmail.com ,[(0.010) SELECT "django_session"."session_key". "django_session"."session_data". "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2019-07-12 16:55:04.883193' AND "django_session"."session_key" = '01x9z2p3jve96vmr8kdu6k20zfsj5sfe'); args=('2019-07-12 16:55:04.883193'. '01x9z2p3jve96vmr8kdu6k20zfsj5sfe')]
2019-07-12 16:55:04.908 ,jak ,yhgiikui@gmail.com ,[(0.001) SELECT "auth_user"."id". "auth_user"."password". "auth_user"."last_login". "auth_user"."is_superuser". "auth_user"."username". "auth_user"."first_name". "auth_user"."last_name". "auth_user"."email". "auth_user"."is_staff". "auth_user"."is_active". "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2.)]
